Order_Date,Country,City,Category,Sub_Category,Segment,Sales_Channel,Payment_Mode,Sales,Quantity,Discount,Profit
2021-02-24,France,Paris,Beauty,Cosmetics,Corporate,Offline,UPI,1595.16,1,0.22,-108.73
2021-07-27,Germany,Munich,Electronics,Fitness,Corporate,Offline,Net Banking,2095.24,6,0.04,761.18
2024-07-23,Australia,Sydney,Sports,Snacks,Corporate,Online,UPI,1301.8,6,0.23,-246.17
2021-11-24,UK,London,Sports,Shirts,Home Office,Offline,Net Banking,2560.91,6,0.08,715.13
2021-10-15,UAE,Sharjah,Groceries,Snacks,Corporate,Online,Cash,3572.13,4,0.24,205.33
2024-05-23,Australia,Perth,Furniture,Chairs,Home Office,Offline,Card,1551.71,2,0.06,-163.68
2022-11-10,India,Delhi,Electronics,Snacks,Consumer,Online,UPI,3027.87,7,0.05,-125.22
2021-08-03,Australia,Sydney,Clothing,Fitness,Corporate,Online,UPI,3885.44,6,0.0,321.7
2023-11-22,Australia,Perth,Electronics,Cosmetics,Home Office,Online,Cash,4617.4,6,0.14,1815.87
2024-01-16,USA,New York,Sports,Cosmetics,Home Office,Online,Net Banking,2690.6,8,0.08,912.98
2021-09-10,Australia,Perth,Furniture,Phones,Consumer,Offline,Card,627.85,8,0.17,65.27
2023-11-03,UK,London,Furniture,Shirts,Consumer,Offline,Net Banking,3113.82,6,0.24,-185.98
2023-12-07,France,Paris,Furniture,Fitness,Consumer,Offline,UPI,3900.67,12,0.07,1353.11
2024-06-20,UAE,Dubai,Beauty,Fitness,Home Office,Online,Net Banking,1818.08,5,0.2,275.89
2021-03-01,India,Delhi,Sports,Cosmetics,Consumer,Online,Net Banking,4281.54,13,0.04,1585.9
2023-02-14,UAE,Sharjah,Clothing,Snacks,Home Office,Offline,Net Banking,1751.54,4,0.26,-275.06
2021-11-14,UAE,Sharjah,Sports,Chairs,Corporate,Offline,Card,1854.35,5,0.1,440.22
2024-01-10,Germany,Berlin,Sports,Phones,Home Office,Online,Card,1531.86,10,0.19,197.71
2023-10-30,USA,Chicago,Sports,Cosmetics,Consumer,Offline,Net Banking,3640.89,2,0.17,1449.28
2022-02-23,UAE,Abu Dhabi,Beauty,Shirts,Consumer,Offline,Cash,627.65,2,0.28,1.71
2022-05-07,Canada,Vancouver,Sports,Chairs,Corporate,Offline,Net Banking,2814.0,10,0.14,977.53
2023-04-29,UAE,Dubai,Clothing,Chairs,Consumer,Offline,Cash,216.74,7,0.15,35.76
2021-08-02,India,Delhi,Sports,Cosmetics,Home Office,Online,Cash,2521.92,8,0.18,-178.45
2023-07-25,France,Lyon,Sports,Cosmetics,Corporate,Offline,Card,1479.91,6,0.26,-165.58
2024-07-11,UK,London,Furniture,Cosmetics,Consumer,Online,Net Banking,3443.14,7,0.04,1076.01
2024-01-25,France,Paris,Furniture,Cosmetics,Consumer,Offline,Cash,877.55,14,0.29,-164.55
2022-12-01,India,Bangalore,Clothing,Cosmetics,Consumer,Offline,UPI,1703.63,5,0.06,43.08
2021-10-04,France,Nice,Furniture,Shirts,Home Office,Online,UPI,3286.5,1,0.05,320.45
2023-12-19,France,Paris,Clothing,Chairs,Home Office,Offline,UPI,2429.18,4,0.22,737.4
2021-02-17,Canada,Vancouver,Electronics,Snacks,Corporate,Online,UPI,843.09,9,0.03,-123.34
2021-04-05,Canada,Toronto,Beauty,Fitness,Home Office,Offline,UPI,1659.37,7,0.12,155.03
2024-07-17,UAE,Dubai,Furniture,Snacks,Corporate,Online,Card,661.31,11,0.03,260.47
2022-07-29,USA,New York,Groceries,Cosmetics,Consumer,Online,Net Banking,1232.86,3,0.25,221.1
2023-02-18,USA,Chicago,Furniture,Chairs,Home Office,Offline,Net Banking,4466.16,8,0.19,1667.65
2021-01-01,France,Nice,Clothing,Cosmetics,Corporate,Offline,Card,3944.41,1,0.08,946.63
2021-05-24,Germany,Munich,Furniture,Fitness,Corporate,Online,UPI,1360.09,4,0.02,-127.66
2022-09-27,UAE,Sharjah,Electronics,Phones,Corporate,Offline,Cash,3068.36,13,0.03,728.76
2024-10-20,UK,London,Beauty,Fitness,Home Office,Offline,UPI,249.69,9,0.25,51.47
2022-08-09,India,Mumbai,Groceries,Fitness,Corporate,Online,Cash,3104.26,8,0.16,-361.66
2021-09-04,USA,New York,Clothing,Cosmetics,Corporate,Offline,UPI,4933.23,8,0.29,-449.5
2024-12-08,USA,Los Angeles,Sports,Shirts,Corporate,Online,Cash,3670.12,12,0.12,1018.94
2021-12-10,Germany,Berlin,Electronics,Shirts,Home Office,Online,Cash,3775.31,14,0.15,811.26
2023-07-21,USA,New York,Clothing,Cosmetics,Corporate,Offline,UPI,1559.88,7,0.14,355.69
2023-07-25,Germany,Berlin,Electronics,Fitness,Consumer,Offline,UPI,2303.94,3,0.04,-137.16
2023-04-08,USA,Los Angeles,Clothing,Cosmetics,Home Office,Online,Card,3683.37,4,0.02,-77.17
2023-08-05,Australia,Melbourne,Furniture,Cosmetics,Consumer,Offline,UPI,900.95,14,0.26,181.46
2022-02-17,Australia,Sydney,Clothing,Snacks,Corporate,Offline,Card,3341.75,7,0.26,-200.84
2022-11-06,France,Nice,Electronics,Fitness,Consumer,Online,Cash,733.12,2,0.15,21.15
2024-10-17,India,Mumbai,Clothing,Phones,Corporate,Offline,Cash,4051.13,1,0.08,1404.84
2021-04-22,UK,London,Electronics,Fitness,Consumer,Offline,Card,3116.61,4,0.26,-167.9
2022-10-02,Canada,Toronto,Beauty,Snacks,Home Office,Online,Cash,1423.14,3,0.02,371.0
2023-06-30,Canada,Montreal,Sports,Chairs,Home Office,Offline,Card,1171.55,13,0.17,292.18
2021-10-23,UAE,Abu Dhabi,Furniture,Fitness,Corporate,Offline,Net Banking,4478.68,10,0.19,750.85
2021-02-09,UAE,Sharjah,Furniture,Snacks,Corporate,Offline,Cash,3167.14,6,0.3,-405.5
2024-11-11,UAE,Dubai,Clothing,Phones,Corporate,Online,Cash,1050.32,8,0.25,122.2
2021-08-28,UAE,Abu Dhabi,Clothing,Cosmetics,Corporate,Online,UPI,2289.91,9,0.28,402.32
2024-08-10,Canada,Vancouver,Electronics,Fitness,Corporate,Offline,Net Banking,3343.2,8,0.0,-410.74
2022-06-12,India,Mumbai,Clothing,Cosmetics,Home Office,Offline,Card,759.54,5,0.01,-91.74
2021-06-18,Canada,Vancouver,Clothing,Snacks,Consumer,Online,Card,249.55,12,0.18,39.32
2021-07-01,France,Nice,Sports,Cosmetics,Home Office,Online,Net Banking,3368.8,12,0.23,262.12
2024-08-12,USA,Los Angeles,Clothing,Cosmetics,Home Office,Online,UPI,3962.58,9,0.09,540.47
2022-09-04,Australia,Sydney,Groceries,Chairs,Corporate,Offline,Card,582.17,1,0.14,-64.51
2024-02-06,UAE,Dubai,Electronics,Cosmetics,Home Office,Online,Cash,3252.85,8,0.07,480.36
2023-02-28,France,Lyon,Beauty,Snacks,Consumer,Online,UPI,1207.56,11,0.02,-17.08
2021-09-18,Germany,Munich,Clothing,Chairs,Home Office,Online,Net Banking,1138.59,7,0.29,168.75
2023-10-30,UAE,Dubai,Furniture,Snacks,Consumer,Online,UPI,676.74,7,0.17,-6.38
2023-04-11,India,Mumbai,Electronics,Snacks,Consumer,Offline,Card,4261.43,6,0.01,1471.41
2021-06-18,Australia,Perth,Sports,Chairs,Corporate,Offline,Card,4721.77,13,0.1,906.32
2024-05-09,France,Lyon,Electronics,Shirts,Consumer,Offline,Card,2258.72,2,0.13,315.82
2023-05-29,Germany,Munich,Furniture,Phones,Corporate,Offline,UPI,2543.45,1,0.25,514.44
2021-05-25,Australia,Perth,Clothing,Chairs,Home Office,Offline,Card,2257.44,7,0.21,96.36
2023-04-03,Australia,Perth,Furniture,Phones,Corporate,Online,Net Banking,2975.13,7,0.09,825.43
2023-12-20,India,Bangalore,Clothing,Chairs,Corporate,Offline,Net Banking,2455.55,10,0.05,11.7
2024-07-09,India,Mumbai,Furniture,Chairs,Home Office,Offline,Net Banking,1745.36,10,0.28,391.07
2023-01-02,India,Bangalore,Electronics,Shirts,Corporate,Online,Card,3901.48,11,0.05,846.62
2024-07-31,Australia,Perth,Furniture,Chairs,Corporate,Online,Cash,1150.55,9,0.08,224.57
2021-09-16,USA,New York,Sports,Shirts,Corporate,Online,UPI,3561.57,10,0.24,-648.39
2023-03-24,UK,Manchester,Beauty,Chairs,Corporate,Online,Net Banking,3581.07,14,0.11,-189.48
2021-09-30,USA,Chicago,Groceries,Fitness,Corporate,Online,Net Banking,4757.38,12,0.03,1558.79
2021-01-16,India,Delhi,Electronics,Phones,Consumer,Online,UPI,440.27,5,0.21,-0.89
2024-02-13,Australia,Melbourne,Furniture,Snacks,Corporate,Offline,Net Banking,788.15,14,0.18,78.87
2024-07-16,Canada,Toronto,Clothing,Chairs,Consumer,Online,Cash,4232.16,7,0.19,1651.95
2021-06-24,France,Paris,Sports,Phones,Home Office,Online,Card,1675.49,10,0.19,385.23
2024-12-10,Australia,Melbourne,Furniture,Phones,Corporate,Offline,UPI,1109.94,4,0.22,-120.85
2023-04-29,USA,Chicago,Electronics,Phones,Consumer,Offline,UPI,2422.87,5,0.16,-3.33
2024-02-08,India,Delhi,Clothing,Fitness,Corporate,Offline,Cash,2926.55,6,0.12,662.45
2022-04-18,India,Mumbai,Furniture,Chairs,Consumer,Online,Card,2790.43,4,0.14,-340.86
2021-04-16,Australia,Melbourne,Furniture,Fitness,Home Office,Offline,Cash,3852.17,6,0.1,565.5
2023-04-02,India,Delhi,Furniture,Snacks,Consumer,Online,UPI,3737.09,8,0.23,257.12
2022-11-28,Canada,Montreal,Sports,Snacks,Home Office,Offline,Net Banking,2651.57,12,0.07,-234.23
2021-10-18,Germany,Munich,Sports,Chairs,Home Office,Offline,UPI,1565.47,12,0.17,-47.69
2024-11-15,Australia,Sydney,Clothing,Phones,Corporate,Offline,Net Banking,3893.91,10,0.04,-119.25
2021-08-31,India,Delhi,Furniture,Phones,Home Office,Offline,Cash,2506.33,9,0.1,711.57
2022-05-15,USA,Los Angeles,Groceries,Shirts,Home Office,Online,Net Banking,4323.84,2,0.13,1066.07
2021-03-19,UK,London,Beauty,Shirts,Corporate,Offline,Cash,3976.76,2,0.17,143.59
2023-08-29,Australia,Perth,Sports,Shirts,Corporate,Offline,Net Banking,1266.27,6,0.12,380.36
2022-11-03,Canada,Montreal,Groceries,Chairs,Consumer,Online,UPI,651.41,9,0.04,-59.06
2021-09-04,USA,New York,Groceries,Phones,Consumer,Online,Net Banking,1567.84,5,0.16,457.91
2021-09-07,UAE,Dubai,Clothing,Shirts,Consumer,Online,Cash,4438.69,3,0.05,200.92
2024-08-22,UAE,Sharjah,Furniture,Phones,Consumer,Offline,Net Banking,1952.86,14,0.08,-193.97
2021-04-13,UK,Birmingham,Beauty,Chairs,Corporate,Offline,UPI,4130.93,11,0.12,-158.93
2021-01-03,Germany,Munich,Clothing,Phones,Home Office,Offline,Card,547.48,14,0.13,204.55
2021-03-29,France,Nice,Electronics,Chairs,Consumer,Online,UPI,1200.19,9,0.22,422.62
2023-12-07,India,Mumbai,Furniture,Phones,Home Office,Offline,Card,3514.05,7,0.08,-17.93
2021-02-17,France,Nice,Furniture,Phones,Home Office,Offline,Cash,768.69,14,0.16,123.52
2022-02-05,UK,Manchester,Furniture,Chairs,Corporate,Online,UPI,4375.15,14,0.04,704.03
2023-07-28,Canada,Toronto,Beauty,Snacks,Corporate,Online,Card,2958.41,12,0.21,1022.13
2024-01-04,Australia,Sydney,Clothing,Phones,Corporate,Online,Cash,3560.94,1,0.04,-687.1
2024-05-10,France,Lyon,Groceries,Snacks,Corporate,Offline,Card,805.64,3,0.01,35.14
2021-08-21,UK,London,Electronics,Phones,Corporate,Offline,Cash,3875.39,3,0.17,813.02
2024-04-20,France,Nice,Sports,Cosmetics,Corporate,Offline,Card,2804.51,8,0.11,-86.05
2021-03-19,Australia,Melbourne,Beauty,Shirts,Home Office,Offline,Card,689.85,14,0.23,251.25
2024-07-25,Australia,Perth,Electronics,Phones,Consumer,Offline,Net Banking,562.33,4,0.1,91.27
2021-03-01,USA,New York,Electronics,Phones,Consumer,Online,UPI,369.22,5,0.05,-12.74
2023-09-29,Australia,Sydney,Clothing,Shirts,Corporate,Offline,Card,1677.22,9,0.1,-84.7
2024-01-09,India,Mumbai,Furniture,Cosmetics,Home Office,Online,Net Banking,3882.99,4,0.07,1511.02
2021-06-29,Germany,Berlin,Electronics,Fitness,Consumer,Online,Cash,1130.08,3,0.28,-94.77
2022-08-05,UK,London,Beauty,Chairs,Consumer,Online,Card,3690.76,10,0.18,1295.39
2022-01-07,Canada,Toronto,Sports,Shirts,Corporate,Offline,UPI,1907.81,3,0.11,613.88
2023-10-05,USA,New York,Electronics,Phones,Home Office,Offline,UPI,2191.46,3,0.21,591.71
2022-11-20,UAE,Abu Dhabi,Groceries,Phones,Consumer,Online,UPI,1317.55,13,0.27,6.23
2023-01-25,France,Nice,Clothing,Shirts,Home Office,Online,Net Banking,4958.02,1,0.28,1787.11
2023-11-24,UK,London,Clothing,Chairs,Consumer,Online,UPI,1901.02,2,0.25,250.65
2021-07-19,India,Bangalore,Furniture,Chairs,Consumer,Offline,Net Banking,1189.99,4,0.09,283.55
2024-10-03,UAE,Abu Dhabi,Electronics,Phones,Home Office,Online,UPI,1191.51,9,0.02,175.23
2021-05-14,Australia,Perth,Groceries,Chairs,Consumer,Offline,UPI,1456.17,7,0.26,-21.32
2023-03-10,UK,Manchester,Electronics,Cosmetics,Home Office,Offline,Card,400.03,9,0.27,80.95
2024-10-18,UK,Manchester,Sports,Chairs,Home Office,Online,Card,279.78,7,0.19,108.06
2024-10-24,France,Paris,Clothing,Chairs,Home Office,Online,Card,3446.63,10,0.15,1212.93
2021-02-16,India,Mumbai,Beauty,Cosmetics,Consumer,Offline,UPI,3660.98,13,0.21,66.54
2022-09-12,UAE,Sharjah,Electronics,Chairs,Corporate,Offline,Cash,3450.11,13,0.06,593.84
2021-04-19,UAE,Abu Dhabi,Clothing,Chairs,Consumer,Online,UPI,2801.84,14,0.28,-440.57
2021-05-09,USA,Chicago,Groceries,Chairs,Home Office,Online,Card,4358.28,3,0.08,575.2
2023-07-03,Germany,Berlin,Sports,Shirts,Consumer,Online,UPI,2770.83,4,0.16,-228.03
2021-05-15,Germany,Berlin,Furniture,Phones,Consumer,Offline,UPI,848.53,4,0.06,9.68
2021-09-01,UK,Birmingham,Sports,Fitness,Consumer,Offline,UPI,1859.45,8,0.2,-92.61
2023-10-11,USA,Chicago,Clothing,Snacks,Consumer,Offline,Card,3473.03,1,0.27,740.22
2021-05-05,Australia,Melbourne,Beauty,Shirts,Corporate,Online,UPI,2001.03,1,0.18,0.29
2022-11-09,UAE,Abu Dhabi,Furniture,Phones,Consumer,Online,Card,3080.4,1,0.13,469.95
2021-01-30,Canada,Montreal,Sports,Cosmetics,Corporate,Online,Cash,3516.14,10,0.09,104.33
2023-12-30,UAE,Dubai,Furniture,Chairs,Consumer,Online,Cash,687.44,12,0.3,-115.34
2022-04-09,UAE,Abu Dhabi,Groceries,Fitness,Home Office,Offline,UPI,934.23,7,0.25,-131.89
2022-07-17,India,Mumbai,Electronics,Shirts,Consumer,Offline,UPI,2115.69,11,0.07,-238.42
2024-08-22,India,Mumbai,Electronics,Fitness,Corporate,Offline,Cash,3472.44,8,0.11,30.23
2024-05-28,India,Delhi,Groceries,Snacks,Home Office,Offline,Net Banking,1413.68,9,0.17,-277.89
2024-11-18,Canada,Montreal,Electronics,Cosmetics,Corporate,Offline,Net Banking,2633.3,1,0.19,465.92
2023-10-30,USA,Chicago,Groceries,Fitness,Consumer,Online,Card,1109.44,14,0.26,-33.72
2023-02-27,USA,Los Angeles,Beauty,Phones,Consumer,Offline,UPI,3520.72,3,0.12,-518.86
2022-01-01,Australia,Sydney,Groceries,Fitness,Corporate,Offline,UPI,4596.01,13,0.21,29.49
2021-10-15,France,Paris,Groceries,Snacks,Corporate,Offline,Card,4441.57,5,0.02,1453.45
2023-12-30,USA,New York,Furniture,Phones,Home Office,Online,Card,4476.06,1,0.13,-65.35
2021-02-25,Australia,Sydney,Furniture,Cosmetics,Corporate,Online,UPI,4931.57,5,0.04,-364.14
2023-12-27,Australia,Melbourne,Beauty,Phones,Corporate,Online,Net Banking,4788.18,1,0.27,1016.86
2021-08-11,Germany,Hamburg,Sports,Snacks,Home Office,Offline,UPI,4185.17,9,0.21,-759.3
2023-11-26,India,Delhi,Beauty,Phones,Home Office,Online,Cash,1831.4,4,0.01,307.68
2022-10-27,Australia,Perth,Groceries,Fitness,Consumer,Online,Cash,2869.56,12,0.05,1063.25
2023-06-12,India,Mumbai,Clothing,Chairs,Consumer,Offline,UPI,1184.41,9,0.21,418.43
2024-03-10,UAE,Dubai,Electronics,Chairs,Corporate,Online,Net Banking,890.72,11,0.02,-59.68
2022-03-01,USA,Chicago,Groceries,Phones,Corporate,Online,Cash,4646.51,9,0.14,-614.79
2023-04-18,USA,Los Angeles,Electronics,Chairs,Consumer,Online,Net Banking,1880.38,11,0.15,559.45
2024-04-13,USA,Chicago,Sports,Fitness,Consumer,Online,UPI,2217.12,10,0.02,537.39
2023-10-22,India,Mumbai,Beauty,Fitness,Corporate,Offline,Card,2934.46,11,0.07,1108.26
2022-03-01,Germany,Munich,Groceries,Snacks,Corporate,Online,Net Banking,2124.31,2,0.01,-292.3
2022-07-27,India,Mumbai,Groceries,Cosmetics,Home Office,Online,Cash,1797.76,7,0.05,137.5
2023-03-03,Canada,Montreal,Beauty,Cosmetics,Home Office,Offline,Net Banking,3510.17,10,0.16,-192.95
2023-08-24,USA,Chicago,Beauty,Phones,Corporate,Offline,Cash,1690.67,6,0.02,289.13
2021-03-24,Canada,Toronto,Beauty,Cosmetics,Home Office,Offline,Cash,3268.93,1,0.18,-586.42
2023-08-26,India,Mumbai,Groceries,Chairs,Corporate,Online,Card,291.37,10,0.19,-42.79
2024-01-04,UK,London,Groceries,Shirts,Corporate,Offline,Cash,643.49,2,0.01,112.29
2021-06-06,India,Mumbai,Clothing,Phones,Home Office,Offline,Cash,1527.26,10,0.24,302.77
2024-06-30,UK,Manchester,Electronics,Chairs,Consumer,Online,Net Banking,2963.14,11,0.18,813.75
2023-01-25,UK,London,Beauty,Shirts,Corporate,Online,Card,1665.99,13,0.0,-191.86
2022-10-11,Australia,Sydney,Beauty,Fitness,Consumer,Online,Card,2477.68,14,0.23,284.21
2024-06-01,Canada,Montreal,Groceries,Shirts,Corporate,Online,Cash,765.41,13,0.24,-150.65
2022-09-20,UK,Birmingham,Sports,Phones,Consumer,Offline,Card,4503.71,3,0.23,-440.59
2022-03-22,UAE,Sharjah,Clothing,Phones,Consumer,Online,Cash,4007.11,10,0.02,777.79
2023-11-15,Canada,Montreal,Electronics,Cosmetics,Consumer,Offline,UPI,1574.13,14,0.29,-9.14
2022-11-11,France,Paris,Clothing,Fitness,Home Office,Online,UPI,1612.43,12,0.1,376.2
2023-02-17,Germany,Hamburg,Sports,Snacks,Home Office,Offline,Cash,1075.05,2,0.1,-57.51
2022-02-08,Canada,Vancouver,Groceries,Cosmetics,Consumer,Offline,Net Banking,2814.41,12,0.14,-303.96
2021-12-02,Germany,Hamburg,Clothing,Shirts,Corporate,Online,Card,4884.7,6,0.11,202.42
2024-09-26,Australia,Sydney,Clothing,Snacks,Consumer,Offline,Net Banking,1314.51,10,0.29,371.65
2024-04-12,Australia,Sydney,Groceries,Fitness,Corporate,Online,Net Banking,2317.61,2,0.16,450.14
2024-03-10,UK,London,Electronics,Cosmetics,Home Office,Online,UPI,2461.35,13,0.27,-309.86
2021-06-02,France,Nice,Electronics,Chairs,Home Office,Online,UPI,4790.22,12,0.13,673.75
2021-05-02,India,Bangalore,Beauty,Snacks,Home Office,Offline,UPI,3971.59,2,0.14,943.56
2022-04-20,Australia,Perth,Beauty,Phones,Corporate,Online,Net Banking,1450.96,13,0.19,-69.71
2021-09-03,Canada,Toronto,Electronics,Chairs,Consumer,Offline,UPI,4614.62,7,0.23,-389.47
2023-11-18,USA,New York,Furniture,Phones,Corporate,Offline,Cash,4648.98,5,0.13,856.09
2023-07-27,France,Nice,Beauty,Snacks,Home Office,Online,Cash,2950.59,5,0.18,-35.52
2022-05-09,UK,Birmingham,Furniture,Phones,Corporate,Online,Net Banking,342.18,14,0.08,104.67
2021-01-19,India,Mumbai,Clothing,Phones,Home Office,Offline,Cash,1443.4,2,0.11,516.9
2022-10-15,USA,Chicago,Sports,Phones,Home Office,Offline,Cash,1892.18,2,0.22,337.46
2024-09-22,UK,Birmingham,Electronics,Chairs,Home Office,Offline,Cash,3199.23,11,0.06,-29.04
2021-01-06,Australia,Perth,Electronics,Chairs,Consumer,Offline,Card,4180.26,1,0.15,902.22
2021-06-11,Canada,Toronto,Groceries,Chairs,Corporate,Offline,Card,4666.56,8,0.3,953.89
2021-10-13,UAE,Sharjah,Groceries,Shirts,Home Office,Offline,Net Banking,2364.55,5,0.15,561.23
2022-10-08,India,Mumbai,Beauty,Chairs,Home Office,Offline,Card,2253.41,6,0.19,158.18
2021-03-01,Canada,Toronto,Groceries,Fitness,Consumer,Online,UPI,1106.91,4,0.19,25.23
2022-07-29,Germany,Berlin,Groceries,Fitness,Home Office,Online,Card,4635.86,10,0.25,987.67
2021-02-03,Australia,Perth,Beauty,Cosmetics,Home Office,Online,Cash,699.68,6,0.19,270.59
2022-09-25,Australia,Perth,Furniture,Fitness,Corporate,Offline,Card,2911.96,6,0.12,745.54
2021-11-15,India,Bangalore,Sports,Fitness,Corporate,Online,UPI,2961.16,10,0.15,-23.7
2022-01-31,UK,Birmingham,Groceries,Fitness,Home Office,Offline,Net Banking,237.76,14,0.02,40.52
2023-11-18,UK,Birmingham,Furniture,Snacks,Home Office,Online,Card,4410.73,4,0.01,527.31
2021-01-29,France,Lyon,Electronics,Chairs,Corporate,Online,Cash,1324.62,9,0.07,282.61
2022-11-10,Canada,Vancouver,Groceries,Fitness,Home Office,Offline,UPI,273.98,3,0.27,19.77
2021-06-18,France,Nice,Electronics,Phones,Corporate,Online,UPI,2792.01,10,0.14,660.42
2021-04-29,France,Paris,Sports,Phones,Home Office,Online,Cash,4878.83,8,0.07,-373.99
2021-02-21,India,Bangalore,Sports,Shirts,Consumer,Offline,Card,957.94,11,0.28,226.51
2024-03-28,UK,Birmingham,Beauty,Chairs,Corporate,Online,Card,1146.4,9,0.27,443.61
2022-10-02,Germany,Munich,Groceries,Cosmetics,Home Office,Online,Cash,2023.29,6,0.14,296.04
2021-02-26,UK,Manchester,Electronics,Shirts,Home Office,Online,Net Banking,4900.01,7,0.03,-862.51
2022-03-31,France,Paris,Beauty,Snacks,Home Office,Offline,UPI,4217.9,9,0.14,-512.21
2023-10-03,UK,London,Groceries,Snacks,Corporate,Offline,Card,4799.58,9,0.1,1052.03
2022-04-14,France,Paris,Beauty,Shirts,Corporate,Online,Cash,3114.92,9,0.17,-438.5
2021-04-26,France,Nice,Furniture,Snacks,Home Office,Online,Cash,1101.78,9,0.0,253.09
2021-12-01,UK,Manchester,Sports,Phones,Corporate,Offline,UPI,1668.94,14,0.19,-270.59
2024-10-29,Germany,Munich,Furniture,Fitness,Corporate,Online,UPI,2639.57,13,0.03,191.27
2023-11-16,Germany,Berlin,Groceries,Chairs,Corporate,Offline,UPI,1566.59,5,0.09,565.86
2021-11-10,UAE,Dubai,Beauty,Cosmetics,Home Office,Online,Net Banking,3982.03,1,0.06,675.81
2023-11-22,UK,London,Groceries,Phones,Consumer,Online,Cash,3272.9,9,0.25,144.13
2021-08-29,Canada,Montreal,Beauty,Chairs,Consumer,Offline,Net Banking,2564.81,12,0.19,799.04
2021-08-23,India,Delhi,Electronics,Phones,Home Office,Online,UPI,4291.37,14,0.05,-848.79
2023-10-31,France,Paris,Beauty,Phones,Home Office,Offline,Net Banking,3142.1,13,0.18,459.3
2022-07-04,UK,Birmingham,Groceries,Cosmetics,Corporate,Offline,Cash,4359.59,6,0.0,135.62
2021-11-18,UK,Birmingham,Sports,Shirts,Corporate,Online,Card,876.54,4,0.21,16.08
2021-05-20,UAE,Dubai,Clothing,Fitness,Consumer,Offline,UPI,1137.25,1,0.22,400.57
2023-11-04,USA,Chicago,Groceries,Chairs,Corporate,Online,Cash,2294.14,2,0.16,-175.27
2024-03-15,Germany,Hamburg,Beauty,Phones,Corporate,Offline,Cash,4889.94,3,0.28,1744.08
2024-12-07,USA,Los Angeles,Groceries,Phones,Home Office,Online,Cash,661.58,7,0.06,243.75
2023-10-21,UK,London,Beauty,Chairs,Home Office,Online,UPI,3524.5,11,0.04,883.07
2022-10-01,Australia,Sydney,Clothing,Cosmetics,Home Office,Offline,Net Banking,3326.49,3,0.18,1112.01
2024-08-24,Canada,Toronto,Furniture,Phones,Corporate,Online,Card,650.11,3,0.21,253.1
2024-06-08,USA,New York,Clothing,Snacks,Corporate,Online,Net Banking,2472.88,10,0.12,-378.4
2022-02-12,India,Mumbai,Beauty,Chairs,Home Office,Offline,Net Banking,817.76,2,0.19,-14.0
2022-11-25,India,Mumbai,Furniture,Shirts,Consumer,Online,Cash,3789.13,8,0.29,-722.95
2023-11-15,France,Nice,Electronics,Cosmetics,Consumer,Online,Net Banking,3571.12,5,0.2,-176.89
2022-07-03,Australia,Melbourne,Sports,Chairs,Corporate,Online,Card,1371.7,14,0.03,-234.37
2022-05-04,France,Paris,Groceries,Chairs,Home Office,Offline,Net Banking,1911.66,6,0.08,457.12
2021-04-14,UAE,Dubai,Sports,Snacks,Home Office,Offline,Cash,1568.5,12,0.08,439.96
2021-02-06,Germany,Munich,Sports,Fitness,Consumer,Online,Card,1543.86,10,0.19,288.17
2023-10-15,UAE,Sharjah,Sports,Fitness,Corporate,Offline,UPI,3455.7,12,0.21,359.38
2024-07-01,France,Paris,Furniture,Shirts,Corporate,Offline,Card,3602.79,8,0.26,898.05
2024-05-30,Australia,Perth,Electronics,Chairs,Home Office,Offline,Net Banking,3703.88,12,0.16,963.42
2021-04-01,UAE,Dubai,Groceries,Fitness,Consumer,Offline,Card,4388.18,2,0.2,1087.53
2024-09-07,France,Nice,Furniture,Shirts,Corporate,Online,Cash,4469.34,3,0.18,-734.49
2023-08-27,UK,London,Groceries,Snacks,Corporate,Online,UPI,2333.99,11,0.15,344.28
2022-12-02,Canada,Montreal,Beauty,Shirts,Home Office,Offline,UPI,3786.36,12,0.29,-656.68
2023-06-29,UAE,Dubai,Groceries,Phones,Home Office,Offline,UPI,4193.99,3,0.01,1426.22
2024-11-29,USA,Chicago,Electronics,Fitness,Consumer,Offline,UPI,714.33,10,0.14,167.31
2022-09-08,Australia,Sydney,Beauty,Shirts,Home Office,Offline,Card,4632.12,11,0.06,698.69
2021-02-22,UK,Birmingham,Groceries,Snacks,Corporate,Online,Card,1829.83,8,0.16,244.37
2022-02-17,India,Mumbai,Beauty,Cosmetics,Home Office,Offline,Card,3081.67,9,0.26,-580.15
2021-07-04,UAE,Sharjah,Groceries,Phones,Corporate,Online,Net Banking,3454.4,7,0.12,-478.93
2022-05-07,India,Delhi,Clothing,Snacks,Corporate,Offline,Card,1933.37,6,0.19,-113.11
2021-06-20,UAE,Sharjah,Sports,Snacks,Corporate,Online,Card,392.35,11,0.27,135.86
2022-08-14,France,Paris,Clothing,Cosmetics,Corporate,Offline,UPI,3206.67,10,0.16,82.87
2024-05-23,France,Paris,Furniture,Fitness,Home Office,Offline,UPI,3704.03,5,0.11,1334.02
2024-08-20,UK,Birmingham,Electronics,Snacks,Corporate,Online,Net Banking,1091.45,9,0.28,-4.31
2021-09-17,France,Nice,Electronics,Shirts,Home Office,Online,UPI,1990.1,5,0.05,-235.37
2022-11-12,Australia,Sydney,Furniture,Chairs,Home Office,Online,Card,3544.48,10,0.21,-680.15
